,lasso,elasticnet
855,-12.725354403610607,-12.581468058466202
856,-13.973278645344589,-13.811175916289043
857,-14.884242222319363,-14.740944122599203
858,-14.234235536608379,-14.140047133189057
859,-13.759545311243146,-13.611957886898164
860,-14.016017011476483,-13.82996927390546
861,-11.43438775023903,-11.27981093552568
862,-9.577195115596279,-9.579688304067016
863,-6.111572897222133,-6.1772908611415716
864,-6.470380201626949,-6.4505278632282
865,-8.199739225317243,-8.288755080997174
866,-10.688915913056855,-10.480432326369478
867,-9.899155692975354,-9.75355647502204
868,-9.741584208294459,-9.64588021273454
869,-11.33557455081686,-11.144355996038026
870,-1.6996755222920026,-1.6345006947271918
871,-0.7546836380984708,-0.6957270024049733
872,-1.3973294737905237,-1.352767971839554
873,0.16232004139329653,0.18478475733818686
874,0.6488869433041456,0.6083383618893209
875,-0.22934589284528137,-0.2551059061277582
876,-0.8680955172920335,-0.8039643924299216
877,0.5558361188639498,0.5423298032878644
878,0.10965025032418671,0.07581619135414741
879,1.8220767309629249,1.8233109676178816
880,0.6550306213826567,0.7578970254158524
881,1.8671207816107278,1.87160780458788
882,-15.06536958789912,-14.870343746981126
883,-17.91454832633901,-17.720154540606966
884,-18.48112656358468,-18.269619596326173
885,-18.261170893198347,-18.123915154466026
886,-16.331133141263436,-16.05941430535584
887,-16.375040212339186,-16.095840245233173
888,-16.580601727865588,-16.293005831844205
889,-16.25402104542921,-16.037279816802215
890,-16.183385149454732,-16.013716941265933
891,-13.938478870729416,-13.57295771256438
892,-13.847113342130843,-13.390613702791816
893,-14.142791276148204,-13.793956634215823
894,-14.058802708517868,-13.72383781977156
