,concentration,reference_energy,hull_energy,file_location
0,1.0,0.0,0.0,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0001_finished_approved/run_final_approved/OUTCAR
1,0.5,-30.61633214285767,-33.16331300000083,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0002_finished_approved/run_final_approved/OUTCAR
2,0.0,0.0,0.0,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0003_finished_approved/run_final_approved/OUTCAR
3,0.75,-10.548247666667503,-21.496265444444713,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0008_finished_approved/run_final_approved/OUTCAR
4,0.5,-5.201200714286155,-33.16331300000083,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0009_finished_approved/run_final_approved/OUTCAR
5,0.25,-6.425964999998803,-24.344055641024216,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0010_finished_approved/run_final_approved/OUTCAR
6,0.75,-11.22998766666825,-21.496265444444713,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0011_finished_approved/run_final_approved/OUTCAR
7,0.5,-10.002049285714877,-33.16331300000083,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0012_finished_approved/run_final_approved/OUTCAR
8,0.25,-12.554871153845134,-24.344055641024216,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0013_finished_approved/run_final_approved/OUTCAR
9,0.75,-21.219913666667384,-21.496265444444713,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0014_finished_approved/run_final_approved/OUTCAR
10,0.5,-30.366741428571636,-33.16331300000083,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0015_finished_approved/run_final_approved/OUTCAR
11,0.25,-21.641894230769438,-24.344055641024216,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0016_finished_approved/run_final_approved/OUTCAR
12,0.5,4.612655000000489,-33.16331300000083,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0018_finished_approved/run_final_approved/OUTCAR
13,0.25,4.3528788461541215,-24.344055641024216,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0019_finished_approved/run_final_approved/OUTCAR
14,0.75,-11.240213666666913,-21.496265444444713,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0020_finished_approved/run_final_approved/OUTCAR
15,0.5,-18.128959285714277,-33.16331300000083,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0021_finished_approved/run_final_approved/OUTCAR
16,0.25,-14.756969230767517,-24.344055641024216,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0022_finished_approved/run_final_approved/OUTCAR
17,0.75,-19.678517666668444,-21.496265444444713,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0023_finished_approved/run_final_approved/OUTCAR
18,0.5,-27.546042142857022,-33.16331300000083,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0024_finished_approved/run_final_approved/OUTCAR
19,0.8333333333333334,-7.063488478261688,-14.330843629629806,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0036_finished_approved/run_final_approved/OUTCAR
20,0.6666666666666666,-0.4433836363640415,-25.385281296296753,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0037_finished_approved/run_final_approved/OUTCAR
21,0.6666666666666666,-16.40169090909118,-25.385281296296753,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0038_finished_approved/run_final_approved/OUTCAR
22,0.6666666666666666,-17.812242272727538,-25.385281296296753,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0039_finished_approved/run_final_approved/OUTCAR
23,0.5,2.8987107142849515,-33.16331300000083,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0041_finished_approved/run_final_approved/OUTCAR
24,0.3333333333333333,0.6365584999990404,-30.020756098868112,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0042_finished_approved/run_final_approved/OUTCAR
25,0.3333333333333333,-14.744781000000984,-30.020756098868112,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0043_finished_approved/run_final_approved/OUTCAR
26,0.3333333333333333,-13.273411000000834,-30.020756098868112,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0044_finished_approved/run_final_approved/OUTCAR
27,0.16666666666666666,-3.81148710526328,-16.229370427349476,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0045_finished_approved/run_final_approved/OUTCAR
28,0.8333333333333334,-3.2241393478262537,-14.330843629629806,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0046_finished_approved/run_final_approved/OUTCAR
29,0.6666666666666666,3.242468636362875,-25.385281296296753,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0047_finished_approved/run_final_approved/OUTCAR
30,0.6666666666666666,-8.519862727273424,-25.385281296296753,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0049_finished_approved/run_final_approved/OUTCAR
31,0.5,5.559980238094416,-33.16331300000083,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0050_finished_approved/run_final_approved/OUTCAR
32,0.5,-11.81838547619155,-33.16331300000083,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0051_finished_approved/run_final_approved/OUTCAR
33,0.3333333333333333,18.20870249999942,-30.020756098868112,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0052_finished_approved/run_final_approved/OUTCAR
34,0.8333333333333334,-9.50374978260889,-14.330843629629806,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0056_finished_approved/run_final_approved/OUTCAR
35,0.8333333333333334,-7.19127239130487,-14.330843629629806,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0057_finished_approved/run_final_approved/OUTCAR
36,0.6666666666666666,-15.218769545455112,-25.385281296296753,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0058_finished_approved/run_final_approved/OUTCAR
37,0.6666666666666666,-18.700753636364645,-25.385281296296753,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0059_finished_approved/run_final_approved/OUTCAR
38,0.6666666666666666,-22.765244545454458,-25.385281296296753,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0060_finished_approved/run_final_approved/OUTCAR
39,0.6666666666666666,-14.026913636364213,-25.385281296296753,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0061_finished_approved/run_final_approved/OUTCAR
40,0.5,-22.524449285714894,-33.16331300000083,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0062_finished_approved/run_final_approved/OUTCAR
41,0.5,-7.4468573809527,-33.16331300000083,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0063_finished_approved/run_final_approved/OUTCAR
42,0.5,-11.541362619047797,-33.16331300000083,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0064_finished_approved/run_final_approved/OUTCAR
43,0.5,-20.65443404761898,-33.16331300000083,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0065_finished_approved/run_final_approved/OUTCAR
44,0.3333333333333333,-8.162517500000632,-30.020756098868112,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0066_finished_approved/run_final_approved/OUTCAR
45,0.3333333333333333,-21.51378450000081,-30.020756098868112,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0067_finished_approved/run_final_approved/OUTCAR
46,0.3333333333333333,-29.342419500000716,-30.020756098868112,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0068_finished_approved/run_final_approved/OUTCAR
47,0.3333333333333333,-19.344309499999923,-30.020756098868112,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0069_finished_approved/run_final_approved/OUTCAR
48,0.16666666666666666,-3.384288157895143,-16.229370427349476,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0070_finished_approved/run_final_approved/OUTCAR
49,0.16666666666666666,-6.275606578946891,-16.229370427349476,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0071_finished_approved/run_final_approved/OUTCAR
50,0.8333333333333334,-4.816718478261166,-14.330843629629806,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0072_finished_approved/run_final_approved/OUTCAR
51,0.6666666666666666,-9.82796590909177,-25.385281296296753,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0074_finished_approved/run_final_approved/OUTCAR
52,0.6666666666666666,-18.23126363636424,-25.385281296296753,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0075_finished_approved/run_final_approved/OUTCAR
53,0.6666666666666666,-15.308044545455019,-25.385281296296753,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0076_finished_approved/run_final_approved/OUTCAR
54,0.6666666666666666,-19.14118909090945,-25.385281296296753,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0077_finished_approved/run_final_approved/OUTCAR
55,0.5,-21.358524523810456,-33.16331300000083,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0078_finished_approved/run_final_approved/OUTCAR
56,0.5,-18.06367214285707,-33.16331300000083,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0079_finished_approved/run_final_approved/OUTCAR
57,0.5,-19.709807380953254,-33.16331300000083,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0081_finished_approved/run_final_approved/OUTCAR
58,0.3333333333333333,-14.11589750000033,-30.020756098868112,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0082_finished_approved/run_final_approved/OUTCAR
59,0.3333333333333333,-1.0024465000007865,-30.020756098868112,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0084_finished_approved/run_final_approved/OUTCAR
60,0.16666666666666666,-4.816809210527289,-16.229370427349476,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0086_finished_approved/run_final_approved/OUTCAR
61,0.8333333333333334,-12.056077173913346,-14.330843629629806,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0088_finished_approved/run_final_approved/OUTCAR
62,0.8333333333333334,-12.68532369565263,-14.330843629629806,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0089_finished_approved/run_final_approved/OUTCAR
63,0.6666666666666666,-12.181595909090959,-25.385281296296753,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0090_finished_approved/run_final_approved/OUTCAR
64,0.6666666666666666,-23.79989000000067,-25.385281296296753,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0091_finished_approved/run_final_approved/OUTCAR
65,0.6666666666666666,-14.510075000000779,-25.385281296296753,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0092_finished_approved/run_final_approved/OUTCAR
66,0.6666666666666666,-23.27364227272775,-25.385281296296753,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0093_finished_approved/run_final_approved/OUTCAR
67,0.5,-13.253192142857847,-33.16331300000083,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0094_finished_approved/run_final_approved/OUTCAR
68,0.5,-17.583686904761937,-33.16331300000083,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0095_finished_approved/run_final_approved/OUTCAR
69,0.5,-31.1105569047627,-33.16331300000083,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0096_finished_approved/run_final_approved/OUTCAR
70,0.3333333333333333,-13.906117500000192,-30.020756098868112,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0098_finished_approved/run_final_approved/OUTCAR
71,0.3333333333333333,-26.00143550000027,-30.020756098868112,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0099_finished_approved/run_final_approved/OUTCAR
72,0.3333333333333333,-25.75774949999996,-30.020756098868112,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0100_finished_approved/run_final_approved/OUTCAR
73,0.3333333333333333,-25.948581000000814,-30.020756098868112,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0101_finished_approved/run_final_approved/OUTCAR
74,0.16666666666666666,-12.173868157894299,-16.229370427349476,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0102_finished_approved/run_final_approved/OUTCAR
75,0.16666666666666666,-12.204510789473488,-16.229370427349476,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0103_finished_approved/run_final_approved/OUTCAR
76,0.5,8.854595952380166,-33.16331300000083,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0109_finished_approved/run_final_approved/OUTCAR
77,0.3333333333333333,7.474978500000162,-30.020756098868112,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0110_finished_approved/run_final_approved/OUTCAR
78,0.3333333333333333,-4.250821500000512,-30.020756098868112,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0112_finished_approved/run_final_approved/OUTCAR
79,0.8333333333333334,-9.966742826087845,-14.330843629629806,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0114_finished_approved/run_final_approved/OUTCAR
80,0.8333333333333334,-7.8721197826087925,-14.330843629629806,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0115_finished_approved/run_final_approved/OUTCAR
81,0.6666666666666666,-10.572809999999967,-25.385281296296753,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0116_finished_approved/run_final_approved/OUTCAR
82,0.6666666666666666,-20.73731363636452,-25.385281296296753,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0117_finished_approved/run_final_approved/OUTCAR
83,0.6666666666666666,-13.193348636364211,-25.385281296296753,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0118_finished_approved/run_final_approved/OUTCAR
84,0.6666666666666666,-15.871219090909442,-25.385281296296753,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0119_finished_approved/run_final_approved/OUTCAR
85,0.5,-16.169950714286294,-33.16331300000083,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0120_finished_approved/run_final_approved/OUTCAR
86,0.5,-11.766158809523729,-33.16331300000083,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0121_finished_approved/run_final_approved/OUTCAR
87,0.5,-20.725797857143863,-33.16331300000083,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0122_finished_approved/run_final_approved/OUTCAR
88,0.5,-23.617239761905683,-33.16331300000083,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0123_finished_approved/run_final_approved/OUTCAR
89,0.3333333333333333,-16.17087650000073,-30.020756098868112,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0126_finished_approved/run_final_approved/OUTCAR
90,0.3333333333333333,-20.225735000000356,-30.020756098868112,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0127_finished_approved/run_final_approved/OUTCAR
91,0.16666666666666666,-3.5530700000005084,-16.229370427349476,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0128_finished_approved/run_final_approved/OUTCAR
92,0.16666666666666666,-7.171175000000798,-16.229370427349476,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0129_finished_approved/run_final_approved/OUTCAR
93,0.8333333333333334,-5.604991521739785,-14.330843629629806,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0130_finished_approved/run_final_approved/OUTCAR
94,0.6666666666666666,-12.484505454545896,-25.385281296296753,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0131_finished_approved/run_final_approved/OUTCAR
95,0.6666666666666666,-16.8534522727277,-25.385281296296753,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0132_finished_approved/run_final_approved/OUTCAR
96,0.6666666666666666,-20.677703181818366,-25.385281296296753,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0133_finished_approved/run_final_approved/OUTCAR
97,0.5,-18.932786428571205,-33.16331300000083,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0134_finished_approved/run_final_approved/OUTCAR
98,0.5,-5.6582769047625305,-33.16331300000083,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0135_finished_approved/run_final_approved/OUTCAR
99,0.3333333333333333,-6.492111499999709,-30.020756098868112,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0136_finished_approved/run_final_approved/OUTCAR
100,0.3333333333333333,-23.68038450000043,-30.020756098868112,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0137_finished_approved/run_final_approved/OUTCAR
101,0.3333333333333333,-17.276458500000302,-30.020756098868112,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0138_finished_approved/run_final_approved/OUTCAR
102,0.16666666666666666,-9.866643947369289,-16.229370427349476,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0139_finished_approved/run_final_approved/OUTCAR
103,0.5,22.664833928571074,-33.16331300000083,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0150_finished_approved/run_final_approved/OUTCAR
104,0.5,-22.685963214286176,-33.16331300000083,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0155_finished_approved/run_final_approved/OUTCAR
105,0.875,-5.156159838710134,-10.748132722222357,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0167_finished_approved/run_final_approved/OUTCAR
106,0.75,-0.12317466666852776,-21.496265444444713,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0168_finished_approved/run_final_approved/OUTCAR
107,0.75,-11.24847733333496,-21.496265444444713,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0169_finished_approved/run_final_approved/OUTCAR
108,0.75,-11.768089000000733,-21.496265444444713,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0170_finished_approved/run_final_approved/OUTCAR
109,0.625,-8.163457758621265,-27.32978922222277,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0171_finished_approved/run_final_approved/OUTCAR
110,0.625,2.7241601724130824,-27.32978922222277,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0172_finished_approved/run_final_approved/OUTCAR
111,0.625,-19.944256724138423,-27.32978922222277,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0174_finished_approved/run_final_approved/OUTCAR
112,0.625,-20.71443603448278,-27.32978922222277,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0175_finished_approved/run_final_approved/OUTCAR
113,0.5,3.1505678571416444,-33.16331300000083,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0176_finished_approved/run_final_approved/OUTCAR
114,0.5,-18.21956321428583,-33.16331300000083,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0177_finished_approved/run_final_approved/OUTCAR
115,0.5,-7.032210357142584,-33.16331300000083,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0178_finished_approved/run_final_approved/OUTCAR
116,0.5,-18.33600428571458,-33.16331300000083,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0180_finished_approved/run_final_approved/OUTCAR
117,0.5,-4.572459642858462,-33.16331300000083,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0181_finished_approved/run_final_approved/OUTCAR
118,0.375,-8.338427592593478,-32.440396307797684,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0182_finished_approved/run_final_approved/OUTCAR
119,0.375,-4.689273518519283,-32.440396307797684,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0184_finished_approved/run_final_approved/OUTCAR
120,0.375,-19.153450925927018,-32.440396307797684,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0185_finished_approved/run_final_approved/OUTCAR
121,0.375,-17.026553518518398,-32.440396307797684,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0186_finished_approved/run_final_approved/OUTCAR
122,0.25,1.084391538462079,-24.344055641024216,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0187_finished_approved/run_final_approved/OUTCAR
123,0.25,-7.292191153844931,-24.344055641024216,/nfshome/sadowski/work/LiNiO2_data_base_Sabrina/DFT_database/CE_database_Marcel/02_enumerate_P21c_0-4fu/0189_finished_approved/run_final_approved/OUTCAR
